,0,1,2,3,4,5,6,7,8,9,10
346,281.15,55.0,,275.15,,0.1,0.0,0.0,273.05,5.1,0.0
347,275.15,60.0,0.0,275.15,,0.1,0.0,0.0,273.05,5.1,0.0
348,277.65,75.0,,,,0.1,0.0,0.0,273.05,,0.0
349,275.15,,0.0,,,0.1,0.0,0.0,272.35,,0.0
350,275.15,86.0,,270.15,-5.0,0.1,0.0,0.0,272.35,1.55,0.0
351,271.65,78.0,0.0,270.15,,0.1,0.0,0.0,270.05,3.85,0.0
352,273.65,72.0,,,,0.1,0.0,0.0,273.05,,0.0
353,269.15,50.0,1.0,,,0.11,0.01,0.01,271.75,,0.0
354,275.15,20.0,,269.15,-1.0,0.1,0.0,0.01,272.35,-0.2,0.0
355,274.25,32.0,0.0,269.15,,0.1,0.0,0.01,271.55,0.6,0.0
356,276.15,48.0,,272.15,,0.1,0.0,0.01,273.15,2.5,0.0
357,279.15,60.0,0.6,272.15,3.0,0.1,0.0,0.01,272.15,3.5,0.0
358,278.25,60.0,,277.15,8.0,0.08,0.0,0.0,272.95,5.7,0.0
359,280.15,55.0,0.3,277.15,5.0,0.03,0.0,0.0,273.05,5.6,0.0
360,281.15,52.0,,,,0.0,0.0,0.0,,,0.0
361,278.15,40.0,0.0,,,0.0,0.0,0.0,,,0.0
362,278.15,45.0,,,,0.0,0.0,0.0,,,0.0
363,272.15,99.0,6.1,,,0.02,0.06,0.02,,,0.0
364,272.15,99.0,,,,0.06,0.0,0.06,,,0.0
365,271.65,72.0,5.5,,,0.08,0.05,0.11,,,0.0
366,275.15,,,274.75,,0.07,0.0,0.11,271.15,4.7,0.0
367,275.75,91.0,8.7,274.75,,0.04,0.0,0.11,,,0.0
368,275.85,93.0,,,,0.02,0.0,0.09,,,0.0
369,278.35,95.0,,274.65,-0.1,0.0,0.0,0.05,,,0.0
370,279.35,31.0,2.7,274.65,,0.0,0.0,0.0,,,0.0
371,283.55,37.0,,279.25,,0.0,0.0,0.0,,,0.0
372,285.25,27.0,0.0,279.25,4.6,0.0,0.0,0.0,,,0.0
373,286.55,26.0,,274.55,-0.1,0.0,0.0,0.0,,,0.0
374,281.15,19.0,0.0,274.55,-4.7,0.0,0.0,0.0,,,0.0
375,286.95,20.0,,278.85,-0.4,0.0,0.0,0.0,,,0.0
376,279.75,35.0,0.0,278.85,4.3,0.0,0.0,0.0,,,0.0
377,284.35,31.0,,278.95,4.4,0.0,0.0,0.0,,,0.0
378,280.95,33.0,0.0,278.95,0.1,0.0,0.0,0.0,,,0.0
379,280.95,39.0,,274.25,-4.6,0.0,0.0,0.0,,,0.0
380,274.75,79.0,0.0,274.25,-4.7,0.0,0.0,0.0,,,0.0
381,278.45,68.0,,273.65,-5.3,0.0,0.0,0.0,,,0.0
382,275.25,92.0,0.1,273.65,-0.6,0.0,0.0,0.0,,,0.0
383,275.05,95.0,,270.95,-3.3,0.0,0.0,0.0,,,0.0
384,273.05,34.0,0.0,270.95,-2.7,0.0,0.0,0.0,,,0.0
385,275.85,32.0,,264.15,-9.5,0.0,0.0,0.0,,,0.0
386,264.15,82.0,0.3,264.15,-6.8,0.01,0.02,0.01,,,0.0
387,267.75,80.0,,263.65,-7.3,0.01,0.0,0.02,,,0.0
388,266.35,25.0,0.0,263.65,-0.5,0.0,0.0,0.02,,,0.0
389,268.65,45.0,,259.65,-4.5,0.0,0.0,0.02,,,0.0
390,263.95,58.0,2.8,259.65,-4.0,0.03,0.03,0.05,,,0.0
391,269.25,56.0,,263.85,0.2,0.03,0.0,0.04,,,0.0
392,267.65,40.0,0.0,263.85,4.2,0.02,0.0,0.03,,,0.0
393,274.15,32.0,,264.15,4.5,0.02,0.0,0.03,,,0.0
394,266.15,86.0,0.0,264.15,0.3,0.0,0.0,0.03,,,0.0
395,268.65,47.0,0.0,267.45,3.6,0.02,0.0,0.0,,,0.0
396,277.15,38.0,,266.35,2.5,0.02,0.0,0.0,,,0.0
397,271.25,40.0,0.0,266.35,2.2,0.02,0.0,0.0,,,0.0
398,273.45,51.0,,268.75,4.6,0.01,0.0,0.0,,,0.0
399,269.95,42.0,0.0,268.75,2.4,0.01,0.0,0.0,,,0.0
400,276.05,32.0,,269.55,3.2,0.01,0.0,0.0,,,0.0
401,272.75,54.0,0.0,269.55,0.8,0.01,0.0,0.0,,,0.0
402,276.05,50.0,,270.15,1.4,0.01,0.0,0.0,,,0.0
403,271.45,90.0,9.7,270.15,0.6,0.15,0.08,0.08,272.45,0.85,0.0
404,270.25,93.0,11.2,269.25,-0.9,0.25,0.11,0.19,272.15,0.05,0.0
405,271.35,93.0,,267.55,-2.6,0.25,0.0,0.19,272.35,-2.4,0.0
406,267.75,94.0,3.3,267.55,-2.6,0.25,0.02,0.21,271.55,-1.6,0.0
407,269.35,94.0,,264.95,-5.2,0.25,0.0,0.21,272.25,-4.8,0.0
408,267.35,88.0,1.2,264.95,-2.6,0.25,0.01,0.14,270.15,-2.7,0.0
409,270.95,84.0,,265.25,-2.3,0.25,0.0,0.03,270.15,-1.05,0.0
410,272.85,23.0,0.0,265.25,0.3,0.25,0.0,0.03,270.65,-1.55,1.0
411,273.65,39.0,,267.55,2.6,0.25,0.0,0.01,272.15,-1.2,1.0
412,270.45,62.0,0.0,267.55,2.3,0.22,0.0,0.01,268.65,2.3,0.0
413,275.55,71.0,,270.45,5.2,0.22,0.0,0.0,272.15,1.75,0.0
414,276.55,30.0,0.0,270.45,2.9,0.2,0.0,0.0,268.65,5.25,0.0
415,281.95,34.0,,271.55,4.0,0.2,0.0,0.0,271.55,5.85,0.0
416,278.05,31.0,0.0,271.55,1.1,0.2,0.0,0.0,271.35,6.05,1.0
417,284.15,28.0,,277.95,7.5,0.19,0.0,0.0,272.15,9.8,1.0
418,279.65,34.0,0.0,277.95,6.4,0.16,0.0,0.0,272.45,9.5,0.0
419,280.45,26.0,0.0,279.05,1.1,0.14,0.0,0.0,273.15,9.05,0.0
420,284.35,36.0,,276.95,-1.0,0.14,0.0,0.0,273.15,8.65,0.0
421,277.15,34.0,0.0,276.95,-1.0,0.12,0.0,0.0,272.45,9.35,0.0
422,283.15,24.0,,275.35,-2.6,0.12,0.0,0.0,272.85,8.15,0.0
423,276.45,37.0,0.0,275.35,-1.6,0.11,0.0,0.0,272.95,8.05,0.0
424,281.45,26.0,,275.55,-1.4,0.11,0.0,0.0,273.05,5.7,0.0
425,276.75,31.0,0.0,275.55,0.2,0.06,0.0,0.0,272.85,5.9,0.0
426,281.25,44.0,,276.65,1.3,0.05,0.0,0.0,273.05,6.9,0.0
427,279.55,25.0,0.0,276.65,1.1,0.03,0.0,0.0,,,0.0
428,283.35,23.0,,273.15,-2.4,0.03,0.0,0.0,,,0.0
429,274.35,65.0,0.0,273.15,-3.5,0.0,0.0,0.0,,,0.0
430,278.35,54.0,,272.55,-4.1,0.0,0.0,0.0,,,0.0
431,278.35,34.0,0.2,272.55,-0.6,0.0,0.0,0.0,,,0.0
432,278.45,47.0,,270.55,-2.6,0.0,0.0,0.0,,,0.0
433,272.15,88.0,12.0,270.55,-2.0,0.14,0.15,0.14,273.05,2.0,0.0
434,274.35,69.0,,270.25,-2.3,0.15,0.0,0.15,273.05,0.15,0.0
435,274.95,60.0,0.1,270.25,-0.3,0.1,0.0,0.15,271.95,1.25,0.0
436,278.15,54.0,,269.95,-0.6,0.1,0.0,0.15,273.15,1.2,0.0
437,273.55,37.0,6.8,269.95,-0.3,0.2,0.1,0.25,271.95,2.4,0.0
438,276.15,46.0,,270.55,0.3,0.2,0.0,0.11,272.65,1.65,0.0
439,271.85,88.0,9.9,270.55,0.6,0.25,0.12,0.2,271.35,2.95,1.0
440,271.85,88.0,9.9,270.55,0.6,0.25,0.12,0.2,271.35,2.95,1.0
441,271.85,88.0,9.9,270.55,0.6,0.25,0.12,0.2,271.35,2.95,1.0
442,271.85,88.0,9.9,270.55,0.6,0.25,0.12,0.2,271.35,2.95,1.0
443,271.85,88.0,9.9,270.55,0.6,0.25,0.12,0.2,271.35,2.95,1.0
444,272.95,86.0,,268.75,-1.2,0.27,0.0,0.22,272.95,-1.6,1.0
445,272.95,86.0,,268.75,-1.2,0.27,0.0,0.22,272.95,-1.6,1.0
446,272.95,86.0,,268.75,-1.2,0.27,0.0,0.22,272.95,-1.6,1.0
447,272.95,86.0,,268.75,-1.2,0.27,0.0,0.22,272.95,-1.6,1.0
448,272.95,86.0,,268.75,-1.2,0.27,0.0,0.22,272.95,-1.6,1.0
449,269.55,90.0,13.7,268.75,-1.8,0.4,0.13,0.35,267.85,3.5,0.0
450,278.85,57.0,,269.55,-1.0,0.35,0.0,0.25,272.95,2.05,0.0
451,277.95,79.0,0.0,269.55,0.8,0.3,0.0,0.25,273.05,1.95,0.0
452,277.45,92.0,,270.65,1.9,0.3,0.0,0.15,273.05,1.7,0.0
453,274.45,48.0,8.5,270.65,1.1,0.25,0.01,0.14,271.45,3.3,0.0
454,273.35,93.0,11.2,272.05,1.4,0.3,0.12,0.12,273.05,2.55,0.0
455,275.35,82.0,,273.15,2.5,0.3,0.0,0.13,273.05,1.9,0.0
456,274.65,90.0,47.4,273.15,2.5,0.35,0.2,0.17,272.95,2.0,0.0
457,274.25,93.0,,273.55,2.9,0.48,0.0,0.33,273.05,1.7,0.0
458,275.75,95.0,61.5,273.55,0.4,0.37,0.11,0.43,272.85,1.9,0.0
459,275.65,95.0,,272.55,-0.6,0.35,0.0,0.32,273.05,2.15,0.0
460,273.25,96.0,10.1,272.55,-1.0,0.3,0.0,0.31,272.95,2.25,0.0
461,278.35,72.0,,272.75,-0.8,0.3,0.0,0.27,273.05,2.7,0.0
462,277.25,66.0,0.0,272.75,0.2,0.3,0.0,0.11,271.85,3.9,0.0
463,284.75,45.0,,277.25,4.7,0.3,0.0,0.0,272.75,8.8,0.0
464,278.75,21.0,0.0,277.25,4.5,0.25,0.0,0.0,273.05,8.5,0.0
465,278.55,68.0,,269.75,-3.0,0.25,0.0,0.0,272.95,3.5,0.0
466,269.95,90.0,20.8,269.75,-7.5,0.43,0.19,0.18,272.95,3.5,0.0
467,271.45,79.0,,268.25,-9.0,0.44,0.0,0.19,273.05,-2.65,0.0
468,269.05,94.0,21.1,268.25,-1.5,0.6,0.35,0.5,270.95,-0.55,0.0
469,268.85,92.0,,267.45,-2.3,0.64,0.0,0.54,271.05,-1.35,0.0
470,267.55,82.0,13.6,267.45,-0.8,0.7,0.19,0.72,268.15,1.55,0.0
471,269.75,85.0,,267.55,-0.7,0.7,0.0,0.55,272.45,-2.9,0.0
472,270.75,70.0,2.5,267.55,0.1,0.7,0.01,0.55,271.75,-2.2,0.0
473,272.35,90.0,,266.35,-1.1,0.7,0.0,0.24,272.55,-3.0,0.0
474,268.45,86.0,1.2,266.35,-1.2,0.68,0.02,0.21,269.05,0.5,0.0
475,271.55,80.0,,267.05,-0.5,0.65,0.0,0.04,272.35,-2.5,0.0
476,272.35,69.0,1.8,267.05,0.7,0.6,0.02,0.05,268.45,1.4,1.0
477,277.05,57.0,,270.15,3.8,0.58,0.0,0.04,272.35,1.8,1.0
478,270.65,70.0,0.0,270.15,3.1,0.55,0.0,0.04,267.15,7.0,0.0
479,275.05,34.0,0.0,270.15,0.0,0.52,0.0,0.03,268.45,5.6,0.0
480,278.55,39.0,,271.85,1.7,0.5,0.0,0.02,272.25,3.15,0.0
481,276.35,27.0,0.0,271.85,1.7,0.48,0.0,0.0,270.75,4.65,0.0
482,282.25,23.0,,275.05,4.9,0.48,0.0,0.0,273.15,6.35,0.0
483,280.25,41.0,0.0,275.05,3.2,0.45,0.0,0.0,272.45,7.05,0.0
484,283.25,37.0,,274.05,2.2,0.45,0.0,0.0,273.05,5.95,0.0
485,278.75,61.0,0.0,274.05,-1.0,0.4,0.0,0.0,272.25,6.75,0.0
486,279.75,67.0,,274.05,-1.0,0.4,0.0,0.0,272.95,5.9,0.0
487,280.65,44.0,0.0,274.05,0.0,0.35,0.0,0.0,,,0.0
488,282.95,47.0,,275.95,1.9,0.35,0.0,0.0,,,0.0
489,276.95,36.0,0.0,275.95,1.9,0.3,0.0,0.0,,,0.0
490,277.15,76.0,1.0,275.15,-0.8,0.28,0.0,0.0,273.05,7.25,0.0
491,279.85,37.0,,275.15,-0.8,0.27,0.0,0.0,272.95,5.2,0.0
492,276.65,86.0,0.1,275.15,-0.8,0.25,0.0,0.0,273.05,5.1,0.0
493,278.65,82.0,,,,0.24,0.0,0.0,273.05,,0.0
494,279.25,57.0,0.0,,,0.24,0.0,0.0,273.05,,0.0
495,280.15,57.0,,274.85,-0.3,0.24,0.0,0.0,273.05,4.95,0.0
496,279.35,67.0,0.0,274.85,,0.2,0.0,0.0,272.95,5.05,0.0
497,280.95,66.0,,274.15,,0.2,0.0,0.0,273.05,4.6,0.0
498,275.75,92.0,43.2,274.15,-0.7,0.24,0.04,0.03,273.05,4.6,1.0
499,275.75,92.0,43.2,274.15,-0.7,0.24,0.04,0.03,273.05,4.6,1.0
500,275.75,92.0,43.2,274.15,-0.7,0.24,0.04,0.03,273.05,4.6,1.0
501,275.75,92.0,43.2,274.15,-0.7,0.24,0.04,0.03,273.05,4.6,1.0
502,275.75,92.0,43.2,274.15,-0.7,0.24,0.04,0.03,273.05,4.6,1.0
503,275.75,92.0,43.2,274.15,-0.7,0.24,0.04,0.03,273.05,4.6,1.0
504,275.65,90.0,,,,0.25,0.0,0.04,273.05,,1.0
505,275.65,90.0,,,,0.25,0.0,0.04,273.05,,1.0
506,275.65,90.0,,,,0.25,0.0,0.04,273.05,,1.0
507,275.65,90.0,,,,0.25,0.0,0.04,273.05,,1.0
508,275.65,90.0,,,,0.25,0.0,0.04,273.05,,1.0
509,275.65,90.0,,,,0.25,0.0,0.04,273.05,,1.0
510,273.35,97.0,45.0,273.25,,0.45,0.1,0.14,273.05,1.9,1.0
511,280.15,74.0,,273.35,,0.45,0.0,0.14,273.05,5.05,1.0
512,275.15,86.0,0.0,273.35,,0.44,0.0,0.14,272.95,5.15,0.0
513,279.85,63.0,,271.15,,0.44,0.0,0.11,273.05,3.85,0.0
514,278.65,36.0,0.0,271.15,-2.2,0.43,0.0,0.1,272.95,3.95,0.0
515,281.45,63.0,,273.15,-0.2,0.43,0.0,0.0,272.85,4.75,0.0
516,277.25,64.0,0.0,273.15,2.0,0.4,0.0,0.0,272.95,4.65,1.0
517,279.65,58.0,,273.15,2.0,0.4,0.0,0.0,273.05,2.6,1.0
518,274.15,80.0,0.0,273.15,0.0,0.03,0.01,0.0,272.65,3.0,0.0
519,275.05,84.0,,270.25,-2.9,0.36,0.0,0.01,,,0.0
520,276.75,54.0,10.8,270.25,-2.9,0.4,0.1,0.11,272.85,1.35,0.0
521,280.15,47.0,,274.25,1.1,0.35,0.0,0.11,273.05,5.25,0.0
522,279.15,43.0,0.0,274.25,4.0,0.3,0.0,0.11,272.45,5.85,0.0
523,281.15,36.0,,276.15,5.9,0.3,0.0,0.11,273.05,5.6,0.0
524,278.15,60.0,0.0,276.15,1.9,0.28,0.0,0.1,273.05,5.6,0.0
525,278.75,53.0,0.0,270.95,-5.2,0.26,0.0,0.0,272.95,2.4,0.0
526,279.45,50.0,,275.05,-1.1,0.26,0.0,0.0,273.05,4.6,0.0
527,275.65,65.0,8.2,275.05,-1.1,0.2,0.0,0.0,273.05,4.6,0.0
528,274.65,92.0,8.8,273.15,-1.9,0.2,0.05,0.04,273.05,2.25,0.0
529,275.65,90.0,,273.65,-1.4,0.2,0.0,0.05,273.05,2.25,0.0
530,274.55,92.0,3.1,273.65,-1.4,0.2,0.01,0.06,273.05,2.25,0.0
531,275.75,91.0,,273.15,-1.9,0.19,0.0,0.06,273.05,1.7,0.0
532,273.35,76.0,7.7,273.15,-0.5,0.15,0.02,0.08,272.95,1.8,0.0
533,276.75,59.0,,273.35,-0.3,0.12,0.0,0.04,273.05,2.75,0.0
534,277.75,92.0,16.8,273.35,0.2,0.05,0.0,0.03,,,0.0
535,280.85,82.0,,277.45,4.3,0.05,0.0,0.02,,,0.0
536,278.65,43.0,0.0,277.45,4.1,0.0,0.0,0.02,,,0.0
537,280.85,25.0,0.0,278.35,0.9,0.0,0.0,0.0,,,0.0
538,283.65,25.0,,277.55,0.1,0.0,0.0,0.0,,,0.0
539,278.15,96.0,0.2,277.55,0.1,0.0,0.0,0.0,,,0.0
540,281.65,98.0,,274.25,-3.2,0.0,0.0,0.0,,,0.0
541,275.35,97.0,16.5,274.25,-3.3,0.0,0.0,0.0,,,0.0
542,276.35,99.0,,,,0.0,0.0,0.0,,,0.0
543,287.05,47.0,,275.45,1.2,0.0,0.0,0.0,,,0.0
544,284.65,45.0,0.0,275.45,1.2,0.0,0.0,0.0,,,0.0
545,286.75,30.0,0.0,283.15,7.7,0.0,0.0,0.0,,,0.0
546,285.95,42.0,0.0,283.55,8.1,0.0,0.0,0.0,,,0.0
547,291.85,26.0,0.0,284.75,1.6,0.0,0.0,0.0,,,0.0
548,294.75,23.0,,278.15,-5.0,0.0,0.0,0.0,,,0.0
549,278.75,91.0,0.0,278.15,-5.4,0.0,0.0,0.0,,,0.0
550,277.15,92.0,,,,0.38,0.0,0.0,,,0.0
551,277.95,81.0,,273.15,-5.0,0.38,0.0,0.0,,,0.0
552,284.85,81.0,0.0,273.15,,0.35,0.0,0.0,,,0.0
553,283.95,24.0,,268.95,,0.35,0.0,0.0,,,0.0
554,269.25,85.0,,268.95,-4.2,0.3,0.03,0.03,272.95,5.85,0.0
555,270.85,64.0,,268.75,-4.4,0.3,0.0,0.03,272.55,-0.2,0.0
556,272.75,34.0,0.0,268.75,-0.2,0.3,0.0,0.03,267.05,5.3,0.0
557,276.55,35.0,,272.75,3.8,0.3,0.0,0.03,268.85,6.55,0.0
558,277.95,46.0,0.0,272.75,4.0,0.3,0.0,0.03,269.25,6.15,0.0
559,283.15,38.0,,276.25,7.5,0.3,0.0,0.0,272.65,7.6,0.0
560,277.45,49.0,0.0,276.25,3.5,0.3,0.0,0.0,271.45,8.8,0.0
561,280.85,36.0,,274.35,1.6,0.3,0.0,0.0,273.05,5.65,0.0
562,277.35,44.0,0.0,274.35,-1.9,0.28,0.0,0.0,270.25,8.45,0.0
563,275.35,55.0,,269.85,-6.4,0.27,0.0,0.0,273.05,2.5,0.0
564,269.95,79.0,11.7,269.85,-4.5,0.32,0.05,0.05,272.75,2.8,0.0
565,271.25,73.0,,269.65,-4.7,0.32,0.0,0.05,272.05,0.35,0.0
566,271.95,94.0,5.7,269.65,-0.2,0.35,0.06,0.1,271.45,0.95,0.0
567,272.35,91.0,,269.65,-0.2,0.35,0.0,0.11,271.45,1.75,0.0
568,276.65,95.0,11.5,269.65,0.0,0.38,0.03,0.14,273.15,0.05,0.0
569,277.75,82.0,10.1,274.85,5.2,0.35,0.0,0.09,272.95,3.9,0.0
570,282.15,46.0,,273.15,3.5,0.35,0.0,0.09,273.05,5.9,0.0
571,273.15,92.0,7.8,273.15,3.5,0.35,0.09,0.07,272.95,6.0,0.0
572,273.55,77.0,,271.55,1.9,0.4,0.0,0.12,273.05,0.25,0.0
573,274.75,58.0,15.7,271.55,-1.6,0.52,0.12,0.21,272.65,0.65,0.0
574,276.35,61.0,,274.35,1.2,0.51,0.0,0.21,273.05,4.5,0.0
575,275.95,93.0,5.5,274.35,2.8,0.48,0.0,0.21,273.05,4.5,0.0
576,276.75,49.0,,273.25,1.7,0.48,0.0,0.18,272.95,3.85,0.0
577,280.15,15.0,0.1,273.25,-1.1,0.47,0.0,0.12,271.85,4.95,0.0
578,273.35,95.0,26.2,273.25,0.0,0.45,0.0,0.0,273.15,4.9,0.0
579,275.15,80.0,,270.05,-3.2,0.45,0.0,0.0,273.15,-0.05,0.0
580,272.35,71.0,0.2,270.05,-3.2,0.45,0.0,0.0,270.05,3.05,0.0
581,269.55,62.0,,269.55,-3.7,0.45,0.0,0.0,272.15,1.55,0.0
582,273.15,56.0,0.0,269.55,-0.5,0.45,0.0,0.0,269.45,4.25,0.0
583,277.25,63.0,,271.85,1.8,0.45,0.0,0.0,271.95,2.95,0.0
584,274.05,48.0,0.0,271.85,2.3,0.45,0.0,0.0,267.65,7.25,0.0
585,280.45,35.0,,273.35,3.8,0.45,0.0,0.0,271.45,5.75,0.0
586,280.05,21.0,0.0,273.35,1.5,0.4,0.0,0.0,270.35,6.85,0.0
587,284.65,23.0,,278.05,6.2,0.4,0.0,0.0,272.35,9.05,0.0
588,279.95,21.0,0.0,278.05,4.7,0.38,0.0,0.0,271.55,9.85,0.0
589,277.75,46.0,0.0,277.05,-1.0,0.38,0.0,0.0,273.05,7.8,0.0
590,278.15,29.0,,274.75,-3.3,0.38,0.0,0.0,273.05,5.4,0.0
591,274.75,32.0,0.0,274.75,-3.3,0.37,0.0,0.0,270.55,7.9,0.0
592,280.25,27.0,,272.65,-5.4,0.37,0.0,0.0,272.05,4.85,0.0
593,272.65,28.0,0.0,272.65,-2.1,0.35,0.0,0.0,268.25,8.65,0.0
594,280.75,23.0,,272.65,-2.1,0.35,0.0,0.0,270.95,6.0,0.0
595,273.45,34.0,0.0,272.65,0.0,0.35,0.0,0.0,268.55,8.4,0.0
596,279.55,27.0,,270.35,-2.3,0.35,0.0,0.0,271.85,3.35,0.0
597,271.25,79.0,0.0,270.35,-2.3,0.3,0.0,0.0,269.55,5.65,0.0
598,276.15,60.0,,269.05,-3.6,0.3,0.0,0.0,271.55,1.15,0.0
599,273.55,35.0,0.0,269.05,-1.3,0.3,0.0,0.0,268.25,4.45,0.0
600,279.65,30.0,,272.35,2.0,0.3,0.0,0.0,270.55,5.5,0.0
601,274.25,33.0,0.0,272.35,3.3,0.3,0.0,0.0,269.55,6.5,0.0
602,279.75,29.0,,274.25,5.2,0.3,0.0,0.0,271.95,5.4,0.0
603,275.75,73.0,0.0,274.25,1.9,0.3,0.0,0.0,272.45,4.9,0.0
604,281.05,57.0,,274.45,2.1,0.3,0.0,0.0,273.15,4.75,0.0
605,274.95,94.0,3.8,274.45,0.2,0.29,0.0,0.0,273.05,4.85,0.0
606,277.15,89.0,,272.85,-1.4,0.28,0.0,0.0,273.15,2.05,0.0
607,274.35,39.0,4.0,272.85,-1.6,0.28,0.0,0.0,271.55,3.65,0.0
608,279.15,59.0,,271.45,-1.4,0.26,0.0,0.0,272.95,2.7,0.0
609,273.95,70.0,0.0,271.45,-1.4,0.25,0.0,0.0,270.75,4.9,0.0
610,278.45,60.0,,269.85,-3.0,0.23,0.0,0.0,272.35,2.55,0.0
611,273.25,57.0,0.0,269.85,-1.6,0.2,0.0,0.0,267.55,7.35,0.0
612,279.15,50.0,,,,0.2,0.0,0.0,272.95,,0.0
613,284.15,29.0,,272.05,2.2,0.2,0.0,0.0,272.95,5.3,0.0
614,272.25,48.0,0.0,272.05,,0.2,0.0,0.0,268.15,10.1,0.0
615,277.35,49.0,,270.65,,0.2,0.0,0.0,268.15,6.25,0.0
616,271.35,94.0,2.0,270.65,-1.4,0.21,0.01,0.01,271.65,2.75,0.0
617,266.35,89.0,4.1,266.35,-4.3,0.25,0.05,0.06,271.85,-2.6,0.0
618,265.35,51.0,20.4,264.85,-5.8,0.5,0.12,0.16,271.55,-4.3,0.0
619,265.95,91.0,,264.15,-6.5,0.5,0.0,0.18,270.65,-4.9,0.0
620,267.35,52.0,1.6,264.15,-2.2,0.5,0.02,0.2,267.35,-1.6,0.0
621,274.15,35.0,,266.45,0.1,0.5,0.0,0.19,270.55,0.0,0.0
622,272.75,54.0,0.0,266.45,2.3,0.48,0.02,0.14,271.55,-1.0,0.0
623,273.45,84.0,,270.35,6.2,0.5,0.0,0.06,273.05,-0.85,0.0
624,273.45,92.0,19.7,270.35,3.9,0.75,0.29,0.29,272.75,-0.55,0.0
625,271.55,83.0,,260.75,-5.7,0.78,0.0,0.31,272.95,-5.45,0.0
626,263.75,87.0,15.5,260.75,-9.6,1.0,0.26,0.57,266.65,0.85,0.0
627,259.15,87.0,5.8,257.75,-3.0,1.1,0.1,0.67,266.95,-6.1,0.0
628,264.65,50.0,,257.95,-2.8,1.1,0.0,0.65,264.15,-2.85,0.0
629,261.55,86.0,17.8,257.95,-2.8,1.35,0.27,0.62,265.65,-4.35,0.0
630,262.55,71.0,,259.85,-0.9,1.35,0.0,0.63,266.15,-1.1,0.0
631,270.25,91.0,9.8,259.85,1.9,1.38,0.31,0.65,269.55,-4.5,0.0
632,271.15,92.0,,266.75,8.8,1.35,0.0,0.58,272.85,-3.15,0.0
633,267.55,78.0,30.4,266.75,6.9,1.3,0.2,0.78,266.85,2.85,0.0
634,269.35,72.0,,263.05,3.2,1.28,0.0,0.56,267.95,-1.45,0.0
635,264.95,89.0,2.1,263.05,-3.7,1.3,0.03,0.53,265.95,0.55,1.0
636,264.95,89.0,2.1,263.05,-3.7,1.3,0.03,0.53,265.95,0.55,1.0
637,264.95,89.0,2.1,263.05,-3.7,1.3,0.03,0.53,265.95,0.55,1.0
638,268.15,55.0,,256.95,-9.8,1.25,0.0,0.26,267.75,-5.2,1.0
639,268.15,55.0,,256.95,-9.8,1.25,0.0,0.26,267.75,-5.2,1.0
640,268.15,55.0,,256.95,-9.8,1.25,0.0,0.26,267.75,-5.2,1.0
641,258.15,40.0,0.1,256.95,-6.1,1.25,0.01,0.24,263.75,-1.2,0.0
642,268.25,39.0,,258.15,-4.9,1.25,0.0,0.04,264.15,-0.25,0.0
643,269.55,56.0,0.0,258.15,1.2,1.25,0.0,0.04,264.15,-0.25,1.0
644,277.15,40.0,,267.55,10.6,1.25,0.0,0.02,269.05,3.7,1.0
645,267.55,37.0,0.0,267.55,9.4,1.2,0.0,0.01,264.75,8.0,0.0
646,262.75,33.0,0.0,261.45,-6.1,1.2,0.0,0.0,262.75,4.55,0.0
647,268.25,27.0,,259.55,-8.0,1.15,0.0,0.0,264.05,0.4,0.0
648,261.15,48.0,0.0,259.55,-8.0,1.05,0.0,0.0,260.15,4.3,1.0
649,268.55,35.0,,260.35,-7.2,1.05,0.0,0.0,262.65,2.05,1.0
650,262.45,63.0,1.2,260.35,0.8,1.05,0.01,0.01,262.55,2.15,0.0
651,268.85,60.0,,263.15,3.6,1.05,0.0,0.01,268.75,-1.9,0.0
652,268.75,89.0,8.5,263.15,2.8,1.15,0.2,0.13,267.55,-0.7,0.0
653,268.95,88.0,,266.75,6.4,1.2,0.0,0.21,269.65,-1.5,0.0
654,269.25,75.0,9.4,266.75,3.6,1.22,0.09,0.3,266.95,1.2,0.0
655,272.75,62.0,,268.75,5.6,1.2,0.0,0.29,269.95,1.05,0.0
656,270.95,87.0,8.5,268.75,2.0,1.22,0.09,0.37,270.45,0.55,0.0
657,272.15,84.0,,268.75,2.0,1.22,0.0,0.26,271.45,-0.5,0.0
658,269.65,92.0,0.8,268.75,0.0,1.2,0.01,0.19,270.45,0.5,0.0
659,273.65,77.0,,,,1.2,0.0,0.1,271.75,,0.0
660,281.45,33.0,,268.75,0.0,1.18,0.0,0.1,273.05,-1.3,0.0
661,274.15,42.0,0.0,268.75,0.0,1.2,0.0,0.02,269.85,1.9,0.0
662,275.05,77.0,0.0,269.55,,1.15,0.02,0.01,272.05,3.8,0.0
663,274.45,87.0,,264.05,,1.15,0.0,0.02,273.05,-2.25,0.0
664,265.15,76.0,3.2,264.05,-4.7,1.15,0.03,0.05,261.25,9.55,0.0
665,273.15,56.0,,265.05,-3.7,1.15,0.0,0.05,268.85,0.85,0.0
666,269.25,22.0,0.0,265.05,1.0,1.15,0.0,0.05,263.55,6.15,0.0
667,277.75,22.0,,269.25,5.2,1.15,0.0,0.05,268.85,4.85,0.0
668,274.55,13.0,0.0,269.25,4.2,1.15,0.0,0.03,266.85,6.85,0.0
669,280.05,25.0,,271.05,6.0,1.15,0.0,0.0,271.75,2.05,0.0
